ID,Geogname,County,Gender,Age,All Cancers,Head and Neck,Lip,Tongue,"Mouth, Other",Pharynx and Tonsil,Paranasal Sinuses,Larynx,Gastro - Intestinal,Esophagus,Stomach,Small Bowel,Colon and Rectum,Liver and Biliary Tract,Pancreas,Peritoneum and GI Unspecified,Respiratory,"Lung,Trachea and Bronchus","Mediastinum, Pleura",Breast,Breast2,Skin and Melanoma,Melanoma of Skin,Other Skin,Gynecological,Cervix,Body of Uterus,Ovary,Other Female Genital,Genito - Urinary,Testis,Penis and Male Genital Unspecified,Bladder,"Kidney, Ureter and Other Urinary",Lymphomas,Non-Hodgkin's Lymphoma,Hodgkin's Lymphoma,Hematologic,Multiple Myeloma,Leukemia,Miscellaneous Proliferative,Other,Eye and Lacrimal Gland,Brain,"Meninges, Spinal Cord and other CNS",Thyroid,Other Endocrine,Bone and Connective Tissue,Other and Ill Defined Sites,Unknown Primary,Prostate
278,Cape Breton County,Cape Breton,Male,20 - 34,40.7,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,0,0,0,0,10.7,0,0,6.4,0,0,0,10.7,0,0,0,0,0,0,0,0,0
279,Richmond County,Richmond,Male,0 - 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Richmond County,Richmond,Male,20 - 34,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,0,0,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Richmond County,Richmond,Male,35 - 64,166.1,12.8,0,0,0,0,0,0,51.1,0,0,0,0,0,0,0,25.6,0,0,0,0,12.8,0,0,0,0,0,0,0,38.3,0,0,0,0,12.8,0,0,0,0,0,0,12.8,0,0,0,0,0,0,0,0,0
282,Richmond County,Richmond,Male,65 -74,1282.9,131.6,0,0,0,0,0,0,197.4,0,0,0,0,0,0,0,197.4,0,0,0,0,0,0,0,0,0,0,0,0,657.9,0,0,0,0,32.9,0,0,0,0,0,0,65.8,0,0,0,0,0,0,0,0,0
283,Richmond County,Richmond,Male,75 +,3485.2,159.5,0,0,0,0,0,0,979.5,0,0,0,0,0,0,0,569.5,0,0,0,0,68.3,0,0,0,0,0,0,0,1252.8,0,0,0,0,91.1,0,0,159.5,0,0,0,205,0,0,0,0,0,0,0,0,0
284,Richmond County,Richmond,Male,Total,551.5,35,0,0,0,0,0,0,135.2,0,0,0,0,0,0,0,85.2,0,0,0,0,18.3,0,0,0,0,0,0,0,214.3,0,0,0,0,15.4,0,0,17,0,0,0,31.3,0,0,0,0,0,0,0,0,0
285,Richmond County,Richmond,Total,0 - 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Richmond County,Richmond,Total,20 - 34,34.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,0,0,0,0,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0,11.5,0,0,0,0,0,0,0,0,0
287,Richmond County,Richmond,Total,35 - 64,315.4,12.6,0,0,0,0,0,0,50.5,0,0,0,0,0,0,0,37.8,0,0,107.2,0,12.6,0,0,12.6,0,0,0,0,37.8,0,0,0,0,25.2,0,0,6.3,0,0,0,12.6,0,0,0,0,0,0,0,0,0
288,Richmond County,Richmond,Total,65 -74,983.9,64.5,0,0,0,0,0,0,161.3,0,0,0,0,0,0,0,129,0,0,112.9,0,0,0,0,96.8,0,0,0,0,322.6,0,0,0,0,16.1,0,0,16.1,0,0,0,64.5,0,0,0,0,0,0,0,0,0
289,Richmond County,Richmond,Total,75 +,2510.9,87,0,0,0,0,0,0,695.7,0,0,0,0,0,0,0,391.3,0,0,184.8,0,54.3,0,0,97.8,0,0,0,0,630.4,0,0,0,0,97.8,0,0,76.1,0,0,0,195.7,0,0,0,0,0,0,0,0,0
290,Richmond County,Richmond,Total,Total,443.6,19.3,0,0,0,0,0,0,99.3,0,0,0,0,0,0,0,62.7,0,0,53.9,0,12.2,0,0,23.4,0,0,0,0,112.2,0,0,0,0,19.5,0,0,9.9,0,0,0,31.1,0,0,0,0,0,0,0,0,0
291,Cape Breton County,Cape Breton,Female,0 - 19,23.2,2.9,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,4.3,0,0,5.8,0,0,0,5.8,0,0,0,0,0,0,0,0,0
292,Cape Breton County,Cape Breton,Female,20 - 34,55.5,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,2.1,0,0,8.2,0,2.1,0,0,14.4,0,0,0,0,2.1,0,0,0,0,6.2,0,0,2.1,0,0,0,14.4,0,0,0,0,0,0,0,0,0
293,Cape Breton County,Cape Breton,Female,35 - 64,367.5,5.6,0,0,0,0,0,0,51.2,0,0,0,0,0,0,0,31.2,0,0,134.8,0,15.6,0,0,66.8,0,0,0,0,10,0,0,0,0,16.7,0,0,8.9,0,0,0,26.7,0,0,0,0,0,0,0,0,0
294,Cape Breton County,Cape Breton,Female,65 -74,922.2,31.6,0,0,0,0,0,0,145.3,0,0,0,0,0,0,0,151.6,0,0,309.5,0,12.6,0,0,139,0,0,0,0,25.3,0,0,0,0,31.6,0,0,9.5,0,0,0,66.3,0,0,0,0,0,0,0,0,0
295,Cape Breton County,Cape Breton,Female,75 +,1896.1,36.2,0,0,0,0,0,0,519.7,0,0,0,0,0,0,0,325.5,0,0,430.2,0,20.9,0,0,192.3,0,0,0,0,118,0,0,0,0,41.9,0,0,83.8,0,0,0,127.5,0,0,0,0,0,0,0,0,0
296,Cape Breton County,Cape Breton,Male,35 - 64,255.5,24.7,0,0,0,0,0,0,67.1,0,0,0,0,0,0,0,31.8,0,0,0,0,14.1,0,0,0,0,0,0,0,55.3,0,0,0,0,22.4,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0
297,Cape Breton County,Cape Breton,Male,65 -74,1258.5,96.3,0,0,0,0,0,0,361.9,0,0,0,0,0,0,0,278.9,0,0,6.6,0,29.9,0,0,0,0,0,0,0,322.1,0,0,0,0,39.8,0,0,39.8,0,0,0,83,0,0,0,0,0,0,0,0,0
298,Cape Breton County,Cape Breton,Male,75 +,3042.7,132.4,0,0,0,0,0,0,839.6,0,0,0,0,0,0,0,690.2,0,0,8.5,0,50.7,0,0,0,0,0,0,0,912.8,0,0,0,0,98.6,0,0,124,0,0,0,185.9,0,0,0,0,0,0,0,0,0
299,Cape Breton County,Cape Breton,Male,Total,532.6,30,0,0,0,0,0,0,142.5,0,0,0,0,0,0,0,110.2,0,0,1.5,0,11.7,0,0,0,0,0,0,0,147.4,0,0,0,0,23.9,0,0,26.5,0,0,0,39,0,0,0,0,0,0,0,0,0
300,Cape Breton County,Cape Breton,Total,0 - 19,22.7,1.4,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,2.8,0,0,7.8,0,0,0,7.1,0,0,0,0,0,0,0,0,0
301,Cape Breton County,Cape Breton,Total,20 - 34,48.2,1.1,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,1.1,0,0,4.2,0,1.1,0,0,7.3,0,0,0,0,6.3,0,0,0,0,8.4,0,0,4.2,0,0,0,12.6,0,0,0,0,0,0,0,0,0
302,Cape Breton County,Cape Breton,Total,35 - 64,313,14.9,0,0,0,0,0,0,58.9,0,0,0,0,0,0,0,31.5,0,0,69.2,0,14.9,0,0,34.3,0,0,0,0,32,0,0,0,0,19.5,0,0,14.3,0,0,0,23.5,0,0,0,0,0,0,0,0,0
303,Cape Breton County,Cape Breton,Total,65 -74,1086.1,63.1,0,0,0,0,0,0,250.9,0,0,0,0,0,0,0,213.7,0,0,161.9,0,21,0,0,71.2,0,0,0,0,170,0,0,0,0,35.6,0,0,24.3,0,0,0,74.5,0,0,0,0,0,0,0,0,0
304,Cape Breton County,Cape Breton,Total,75 +,2358.4,75,0,0,0,0,0,0,648.7,0,0,0,0,0,0,0,472.6,0,0,260.2,0,32.9,0,0,114.7,0,0,0,0,438.5,0,0,0,0,64.8,0,0,100,0,0,0,151.1,0,0,0,0,0,0,0,0,0
305,Cape Breton County,Cape Breton,Total,Total,451.6,18.4,0,0,0,0,0,0,107.4,0,0,0,0,0,0,0,80.9,0,0,60,0,9.5,0,0,30,0,0,0,0,73,0,0,0,0,18.3,0,0,19.4,0,0,0,34.6,0,0,0,0,0,0,0,0,0
306,Victoria County,Victoria,Female,0 - 19,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0,0,0,0,0,0,0,0,0
307,Victoria County,Victoria,Female,20 - 34,61.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Victoria County,Victoria,Female,35 - 64,366,0,0,0,0,0,0,0,31.8,0,0,0,0,0,0,0,47.7,0,0,127.3,0,31.8,0,0,79.6,0,0,0,0,15.9,0,0,0,0,15.9,0,0,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Victoria County,Victoria,Female,65 -74,905,0,0,0,0,0,0,0,90.5,0,0,0,0,0,0,0,271.5,0,0,316.7,0,0,0,0,135.7,0,0,0,0,0,0,0,0,0,45.2,0,0,0,0,0,0,45.2,0,0,0,0,0,0,0,0,0
310,Victoria County,Victoria,Female,75 +,2011.5,0,0,0,0,0,0,0,689.7,0,0,0,0,0,0,0,373.6,0,0,431,0,0,0,0,143.7,0,0,0,0,201.1,0,0,0,0,86.2,0,0,0,0,0,0,86.2,0,0,0,0,0,0,0,0,0
311,Victoria County,Victoria,Female,Total,423.5,0,0,0,0,0,0,0,88.6,0,0,0,0,0,0,0,85.3,0,0,106.3,0,8.6,0,0,64.9,0,0,0,0,26.7,0,0,0,0,20.3,0,0,3.7,0,0,0,19.3,0,0,0,0,0,0,0,0,0
312,Victoria County,Victoria,Male,0 - 19,38.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,Victoria County,Victoria,Male,20 - 34,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0
314,Victoria County,Victoria,Male,35 - 64,105.9,15.1,0,0,0,0,0,0,30.3,0,0,0,0,0,0,0,0,0,0,0,0,30.3,0,0,0,0,0,0,0,0,0,0,0,0,30.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,Victoria County,Victoria,Male,65 -74,1153.8,85.5,0,0,0,0,0,0,170.9,0,0,0,0,0,0,0,299.1,0,0,0,0,85.5,0,0,0,0,0,0,0,341.9,0,0,0,0,85.5,0,0,0,0,0,0,85.5,0,0,0,0,0,0,0,0,0
316,Victoria County,Victoria,Male,75 +,3085.3,72.6,0,0,0,0,0,0,726,0,0,0,0,0,0,0,798.5,0,0,0,0,108.9,0,0,0,0,0,0,0,1125.2,0,0,0,0,108.9,0,0,72.6,0,0,0,72.6,0,0,0,0,0,0,0,0,0
317,Victoria County,Victoria,Male,Total,497.8,17.9,0,0,0,0,0,0,102.1,0,0,0,0,0,0,0,121,0,0,0,0,30.3,0,0,0,0,0,0,0,158.9,0,0,0,0,35.8,0,0,16.9,0,0,0,14.8,0,0,0,0,0,0,0,0,0
318,Victoria County,Victoria,Total,0 - 19,28.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3,0,0,0,0,0,0,9.6,0,0,0,0,0,0,0,0,0
319,Victoria County,Victoria,Total,20 - 34,44.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5,0,0,0,0,0,0,0,0,0,0,0,0,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0
320,Victoria County,Victoria,Total,35 - 64,232.6,7.8,0,0,0,0,0,0,31,0,0,0,0,0,0,0,23.3,0,0,62,0,31,0,0,38.8,0,0,0,0,7.8,0,0,0,0,23.3,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0
321,Victoria County,Victoria,Total,65 -74,1033,44,0,0,0,0,0,0,131.9,0,0,0,0,0,0,0,285.7,0,0,153.8,0,44,0,0,65.9,0,0,0,0,175.8,0,0,0,0,65.9,0,0,0,0,0,0,65.9,0,0,0,0,0,0,0,0,0
322,Victoria County,Victoria,Total,75 +,2486,32.1,0,0,0,0,0,0,705.7,0,0,0,0,0,0,0,561.3,0,0,240.6,0,48.1,0,0,80.2,0,0,0,0,609.5,0,0,0,0,96.2,0,0,32.1,0,0,0,80.2,0,0,0,0,0,0,0,0,0
323,Victoria County,Victoria,Total,Total,446.2,8.9,0,0,0,0,0,0,93.6,0,0,0,0,0,0,0,98.5,0,0,54.7,0,18.3,0,0,32.7,0,0,0,0,85.4,0,0,0,0,26.8,0,0,10,0,0,0,17.2,0,0,0,0,0,0,0,0,0
